group,group_title,group_size,author,weighted_degree
G7,Comedy & punditry,117,Roger Ailes,7
G7,Comedy & punditry,117,Ron Paul,7
G7,Comedy & punditry,117,Bill Richardson,6
G7,Comedy & punditry,117,Don Rickles,6
G7,Comedy & punditry,117,Elizabeth Rogers,6
G7,Comedy & punditry,117,George Wallace,6
G7,Comedy & punditry,117,Paul Reiser,6
G7,Comedy & punditry,117,Tiki Barber,6
G7,Comedy & punditry,117,Tim McGraw,6
G7,Comedy & punditry,117,Alan Arkin,5
G7,Comedy & punditry,117,Chuck Norris,5
G7,Comedy & punditry,117,David Graeber,5
G7,Comedy & punditry,117,Mike Huckabee,5
G7,Comedy & punditry,117,Anthony Kiedis,4
G7,Comedy & punditry,117,Bill Hicks,4
G7,Comedy & punditry,117,Chris Matthews,4
G7,Comedy & punditry,117,Drew Barrymore,4
G7,Comedy & punditry,117,Drew Carey,4
G7,Comedy & punditry,117,Lily Tomlin,4
G7,Comedy & punditry,117,Maureen Dowd,4
G7,Comedy & punditry,117,Rick Perlstein,4
G7,Comedy & punditry,117,Ian Spector,3
G7,Comedy & punditry,117,Oliver North,3
G7,Comedy & punditry,117,Ana Marie Cox,2
G7,Comedy & punditry,117,Barbara Mikulski,2
G7,Comedy & punditry,117,Dick Morris,2
G7,Comedy & punditry,117,Edith Head,2
G7,Comedy & punditry,117,Elizabeth Warren,2
G7,Comedy & punditry,117,Estelle Getty,2
G7,Comedy & punditry,117,Hannah Senesh,2
G7,Comedy & punditry,117,James Carville,2
G7,Comedy & punditry,117,Jeffrey Gitomer,2
G7,Comedy & punditry,117,Jenny McCarthy,2
G7,Comedy & punditry,117,John Ashcroft,2
G7,Comedy & punditry,117,John Lithgow,2
G7,Comedy & punditry,117,Jonah Goldberg,2
G7,Comedy & punditry,117,Laura Ingraham,2
G7,Comedy & punditry,117,Lou Dobbs,2
G7,Comedy & punditry,117,Mark Joyner,2
G7,Comedy & punditry,117,Paul Wellstone,2
G7,Comedy & punditry,117,Peter Falk,2
G7,Comedy & punditry,117,Peter Maas,2
G7,Comedy & punditry,117,Rosie O'Donnell,2
G7,Comedy & punditry,117,Rue McClanahan,2
G7,Comedy & punditry,117,Sean Carroll,2
G8,Continental philosophy & theory,109,Albert Camus,356
G8,Continental philosophy & theory,109,Simone de Beauvoir,224
G8,Continental philosophy & theory,109,Walter Benjamin,216
G8,Continental philosophy & theory,109,Jean-Paul Sartre,210
G8,Continental philosophy & theory,109,Jacques Derrida,198
G8,Continental philosophy & theory,109,Hannah Arendt,168
G8,Continental philosophy & theory,109,Roland Barthes,120
G8,Continental philosophy & theory,109,Martin Heidegger,108
G8,Continental philosophy & theory,109,Gilles Deleuze,107
G8,Continental philosophy & theory,109,Nelson Algren,87
G8,Continental philosophy & theory,109,Georges Bataille,70
G8,Continental philosophy & theory,109,Judith Butler,70
G8,Continental philosophy & theory,109,Jacques Lacan,62
G8,Continental philosophy & theory,109,Luce Irigaray,50
G8,Continental philosophy & theory,109,Jean Baudrillard,43
G8,Continental philosophy & theory,109,Arthur Koestler,35
G8,Continental philosophy & theory,109,Maurice Merleau-Ponty,32
G8,Continental philosophy & theory,109,Carl Schmitt,30
G8,Continental philosophy & theory,109,Frantz Fanon,28
G8,Continental philosophy & theory,109,Julia Kristeva,27
G8,Continental philosophy & theory,109,Alain Badiou,26
G8,Continental philosophy & theory,109,Maurice Blanchot,25
G8,Continental philosophy & theory,109,Max Weber,24
G8,Continental philosophy & theory,109,Monique Wittig,22
G8,Continental philosophy & theory,109,Paul De Man,21
G8,Continental philosophy & theory,109,Carol Gilligan,20
G8,Continental philosophy & theory,109,Giorgio Agamben,20
G8,Continental philosophy & theory,109,Guy Debord,20
G8,Continental philosophy & theory,109,George Steiner,18
G8,Continental philosophy & theory,109,Louis Althusser,18
G8,Continental philosophy & theory,109,Raymond Williams,18
G8,Continental philosophy & theory,109,Emmanuel Levinas,17
G8,Continental philosophy & theory,109,Mircea Eliade,17
G8,Continental philosophy & theory,109,Leo Strauss,15
G8,Continental philosophy & theory,109,Fredric Jameson,14
G8,Continental philosophy & theory,109,Ernst Bloch,13
G8,Continental philosophy & theory,109,Henri Michaux,12
G8,Continental philosophy & theory,109,Patricia Hill Collins,12
G8,Continental philosophy & theory,109,Antonio Gramsci,11
G8,Continental philosophy & theory,109,Pierre Bourdieu,11
G8,Continental philosophy & theory,109,Stuart Hall,11
G8,Continental philosophy & theory,109,Shulamith Firestone,10
G8,Continental philosophy & theory,109,Rosa Luxemburg,9
G8,Continental philosophy & theory,109,Gershom Scholem,8
G8,Continental philosophy & theory,109,Henri Lefebvre,8
G8,Continental philosophy & theory,109,Karl Jaspers,8
G8,Continental philosophy & theory,109,Edmund Husserl,7
G8,Continental philosophy & theory,109,Theodor W. Adorno,7
G8,Continental philosophy & theory,109,Georg Simmel,6
G8,Continental philosophy & theory,109,Hans-Georg Gadamer,6
G8,Continental philosophy & theory,109,Pierre Klossowski,6
G8,Continental philosophy & theory,109,Stanislav Grof,6
G8,Continental philosophy & theory,109,Cathy Caruth,5
G8,Continental philosophy & theory,109,Clifford Geertz,5
G8,Continental philosophy & theory,109,Eve Kosofsky Sedgwick,5
G8,Continental philosophy & theory,109,Paul Virilio,5
G8,Continental philosophy & theory,109,Siegfried Kracauer,5
G8,Continental philosophy & theory,109,Alex Grey,4
G8,Continental philosophy & theory,109,Claire Bishop,4
G8,Continental philosophy & theory,109,David Harvey,4
G8,Continental philosophy & theory,109,David Levi Strauss,4
G8,Continental philosophy & theory,109,Ernesto Laclau,4
G8,Continental philosophy & theory,109,Ernst Cassirer,4
G8,Continental philosophy & theory,109,Erving Goffman,4
G8,Continental philosophy & theory,109,Nevill Drury,4
G8,Continental philosophy & theory,109,Niklas Luhmann,4
G8,Continental philosophy & theory,109,Quentin Meillassoux,4
G8,Continental philosophy & theory,109,Rosi Braidotti,4
G8,Continental philosophy & theory,109,Stanley Fish,4
G8,Continental philosophy & theory,109,Joe Meno,3
G8,Continental philosophy & theory,109,Raoul Vaneigem,3
G8,Continental philosophy & theory,109,Angela McRobbie,2
G8,Continental philosophy & theory,109,Anthony Giddens,2
G8,Continental philosophy & theory,109,Beatriz Colomina,2
G8,Continental philosophy & theory,109,Bruno Latour,2
G8,Continental philosophy & theory,109,Chantal Mouffe,2
G8,Continental philosophy & theory,109,Chris Marker,2
G8,Continental philosophy & theory,109,Christian Metz,2
G8,Continental philosophy & theory,109,Ebenezer Howard,2
G8,Continental philosophy & theory,109,Eric Voegelin,2
G8,Continental philosophy & theory,109,Erwin Panofsky,2
G8,Continental philosophy & theory,109,Filippo Tommaso Marinetti,2
G8,Continental philosophy & theory,109,Francesca Woodman,2
G8,Continental philosophy & theory,109,Gayatri Chakravorty Spivak,2
G8,Continental philosophy & theory,109,Graham Harman,2
G8,Continental philosophy & theory,109,Jean-Luc Marion,2
G8,Continental philosophy & theory,109,Jean-Luc Nancy,2
G8,Continental philosophy & theory,109,Jim Powell,2
G8,Continental philosophy & theory,109,Kevin C. Pyle,2
G8,Continental philosophy & theory,109,Marcel Mauss,2
G8,Continental philosophy & theory,109,Mark Lilla,2
G8,Continental philosophy & theory,109,Michael Baxandall,2
G8,Continental philosophy & theory,109,Michael Billig,2
G8,Continental philosophy & theory,109,Michael Hardt,2
G8,Continental philosophy & theory,109,Michael Harner,2
G8,Continental philosophy & theory,109,Michel Leiris,2
G8,Continental philosophy & theory,109,Mihail Sebastian,2
G8,Continental philosophy & theory,109,Nicolas Bourriaud,2
G8,Continental philosophy & theory,109,Paul Gilroy,2
G8,Continental philosophy & theory,109,Ray Brassier,2
G8,Continental philosophy & theory,109,Raymond Aron,2
G8,Continental philosophy & theory,109,Richard Hoggart,2
G8,Continental philosophy & theory,109,Robert Kelly,2
G8,Continental philosophy & theory,109,Roger Caillois,2
G8,Continental philosophy & theory,109,Shoshana Felman,2
G8,Continental philosophy & theory,109,T.J. Demos,2
G8,Continental philosophy & theory,109,Toril Moi,2
G8,Continental philosophy & theory,109,Virginie Despentes,2
G8,Continental philosophy & theory,109,Wolfgang Iser,2
G9,Contemporary romance,108,Nora Roberts,158
G9,Contemporary romance,108,Susan Mallery,145
G9,Contemporary romance,108,Jill Shalvis,116
G9,Contemporary romance,108,Bella Andre,109
G9,Contemporary romance,108,Debbie Macomber,77
G9,Contemporary romance,108,Kristan Higgins,66
G9,Contemporary romance,108,Nicholas Sparks,66
G9,Contemporary romance,108,Susan Wiggs,60
G9,Contemporary romance,108,Robyn Carr,57
G9,Contemporary romance,108,Jodi Picoult,53
G9,Contemporary romance,108,Barbara Freethy,51
G9,Contemporary romance,108,Marie Force,42
G9,Contemporary romance,108,Maya Banks,41
G9,Contemporary romance,108,Rachel Gibson,40
G9,Contemporary romance,108,Susan Elizabeth Phillips,31
G9,Contemporary romance,108,LaVyrle Spencer,29
G9,Contemporary romance,108,Sherryl Woods,28
G9,Contemporary romance,108,Christina Dodd,25
G9,Contemporary romance,108,Danielle Steel,24
G9,Contemporary romance,108,Catherine Coulter,22
G9,Contemporary romance,108,Jackie Collins,22
G9,Contemporary romance,108,Sylvia Day,22
G9,Contemporary romance,108,Kristin Hannah,21
G9,Contemporary romance,108,Sarah Dessen,20
G9,Contemporary romance,108,Deborah Smith,19
G9,Contemporary romance,108,Karen Robards,19
G9,Contemporary romance,108,Donna Kauffman,18
G9,Contemporary romance,108,Barbara O'Neal,15
G9,Contemporary romance,108,Eileen Goudge,15
G9,Contemporary romance,108,Iris Johansen,15
G9,Contemporary romance,108,Jayne Ann Krentz,15
G9,Contemporary romance,108,Elin Hilderbrand,14
G9,Contemporary romance,108,Monica McCarty,14
G9,Contemporary romance,108,Lora Leigh,13
G9,Contemporary romance,108,Amanda Stevens,12
G9,Contemporary romance,108,Christie Ridgway,12
G9,Contemporary romance,108,Georgia Bockoven,12
G9,Contemporary romance,108,Carly Phillips,11
G9,Contemporary romance,108,Gayle Forman,11
G9,Contemporary romance,108,Jenny Han,11
G9,Contemporary romance,108,John Green,11
G9,Contemporary romance,108,L.A. Banks,9
G9,Contemporary romance,108,Victoria Dahl,9
G9,Contemporary romance,108,Kat Martin,8
G9,Contemporary romance,108,Luanne Rice,8
G9,Contemporary romance,108,Nancy Bush,8
G9,Contemporary romance,108,Cindy Gerard,7
G9,Contemporary romance,108,Dorothea Benton Frank,7
G9,Contemporary romance,108,JoAnn Ross,7
G9,Contemporary romance,108,Julie Garwood,7
G9,Contemporary romance,108,Marie Ferrarella,7
G9,Contemporary romance,108,Molly O'Keefe,7
G9,Contemporary romance,108,Jacquie D'Alessandro,6
G9,Contemporary romance,108,Linda Howard,6
G9,Contemporary romance,108,Lori Foster,6
G9,Contemporary romance,108,Shana Galen,6
G9,Contemporary romance,108,Sidney Sheldon,6
G9,Contemporary romance,108,Tanya Michaels,6
G9,Contemporary romance,108,Elizabeth Lowell,5
G9,Contemporary romance,108,Roberta Gellis,5
G9,Contemporary romance,108,Shannon McKenna,5
G9,Contemporary romance,108,Stella Cameron,5
G9,Contemporary romance,108,Barbara Taylor Bradford,4
G9,Contemporary romance,108,Bertrice Small,4
G9,Contemporary romance,108,Beth Kery,4
G9,Contemporary romance,108,Cat Bordhi,4
G9,Contemporary romance,108,Harold Robbins,4
G9,Contemporary romance,108,Jasmine Haynes,4
G9,Contemporary romance,108,Jennifer E. Smith,4
G9,Contemporary romance,108,Joan Medlicott,4
G9,Contemporary romance,108,Lauren Barnholdt,4
G9,Contemporary romance,108,Mary Burton,4
G9,Contemporary romance,108,Peter Pezzelli,4
G9,Contemporary romance,108,Rosalind Noonan,4
G9,Contemporary romance,108,Shayla Black,4
G9,Contemporary romance,108,Susan Andersen,4
G9,Contemporary romance,108,Susane Colasanti,4
G9,Contemporary romance,108,Tina Wainscott,4
G9,Contemporary romance,108,Jay Asher,3
G9,Contemporary romance,108,Robert James Waller,3
G9,Contemporary romance,108,Susan Fox,3
G9,Contemporary romance,108,Victoria Alexander,3
G9,Contemporary romance,108,Ann Budd,2
G9,Contemporary romance,108,Brenda Novak,2
G9,Contemporary romance,108,Carla Neggers,2
G9,Contemporary romance,108,Carolyn Parkhurst,2
G9,Contemporary romance,108,Christina Baker Kline,2
G9,Contemporary romance,108,Deb Caletti,2
G9,Contemporary romance,108,Diane Chamberlain,2
G9,Contemporary romance,108,Elizabeth Boyle,2
G9,Contemporary romance,108,Erich Segal,2
G9,Contemporary romance,108,J.D. Robb,2
G9,Contemporary romance,108,Jeffrey Archer,2
G9,Contemporary romance,108,Jennifer Echols,2
G9,Contemporary romance,108,Jude Deveraux,2
G9,Contemporary romance,108,Lisa Renee Jones,2
G9,Contemporary romance,108,Lori Wilde,2
G9,Contemporary romance,108,Louisa Ermelino,2
G9,Contemporary romance,108,Louise Bagshawe,2
G9,Contemporary romance,108,Maureen Child,2
G9,Contemporary romance,108,Miley Cyrus,2
G9,Contemporary romance,108,Nancy Thayer,2
G9,Contemporary romance,108,Pamela Clare,2
G9,Contemporary romance,108,Paula McLain,2
G9,Contemporary romance,108,Priscilla Gibson-Roberts,2
G9,Contemporary romance,108,Suzanne Brockmann,2
G9,Contemporary romance,108,Tasmina Perry,2
G9,Contemporary romance,108,Tina Leonard,2
G10,Literary & small-press horror,105,Ramsey Campbell,569
G10,Literary & small-press horror,105,Richard Matheson,324
G10,Literary & small-press horror,105,Joe R. Lansdale,276
G10,Literary & small-press horror,105,Peter Straub,267
G10,Literary & small-press horror,105,F. Paul Wilson,221
G10,Literary & small-press horror,105,William F. Nolan,215
G10,Literary & small-press horror,105,Steve Rasnic Tem,182
G10,Literary & small-press horror,105,Thomas Ligotti,144
G10,Literary & small-press horror,105,Nicholas Royle,127
G10,Literary & small-press horror,105,Michael Marshall Smith,123
G10,Literary & small-press horror,105,Kim Newman,119
G10,Literary & small-press horror,105,Richard Christian Matheson,115
G10,Literary & small-press horror,105,David J. Schow,102
G10,Literary & small-press horror,105,Tom Piccirilli,99
G10,Literary & small-press horror,105,Lisa Tuttle,90
G10,Literary & small-press horror,105,Brian Lumley,83
G10,Literary & small-press horror,105,Karl Edward Wagner,81
G10,Literary & small-press horror,105,Laird Barron,81
G10,Literary & small-press horror,105,Dennis Etchison,78
G10,Literary & small-press horror,105,Nancy Kilpatrick,74
G10,Literary & small-press horror,105,Charles Beaumont,73
G10,Literary & small-press horror,105,Thomas F. Monteleone,72
G10,Literary & small-press horror,105,Christopher Fowler,71
G10,Literary & small-press horror,105,Gahan Wilson,67
G10,Literary & small-press horror,105,Charles L. Grant,61
G10,Literary & small-press horror,105,Paul J. McAuley,61
G10,Literary & small-press horror,105,Graham Masterton,59
G10,Literary & small-press horror,105,Melanie Tem,58
G10,Literary & small-press horror,105,Michael Shea,54
G10,Literary & small-press horror,105,Norman Partridge,52
G10,Literary & small-press horror,105,Brian Hodge,51
G10,Literary & small-press horror,105,Brian Stableford,47
G10,Literary & small-press horror,105,Joel Lane,47
G10,Literary & small-press horror,105,Poppy Z. Brite,46
G10,Literary & small-press horror,105,Conrad Williams,44
G10,Literary & small-press horror,105,Darrell Schweitzer,42
G10,Literary & small-press horror,105,Mort Castle,41
G10,Literary & small-press horror,105,David B.,40
G10,Literary & small-press horror,105,Nancy Holder,33
G10,Literary & small-press horror,105,Ardath Mayhar,31
G10,Literary & small-press horror,105,Gregory Frost,30
G10,Literary & small-press horror,105,Donald Tyson,29
G10,Literary & small-press horror,105,Stephen Gallagher,29
G10,Literary & small-press horror,105,Thomas Tessier,28
G10,Literary & small-press horror,105,Don Webb,27
G10,Literary & small-press horror,105,Garry Kilworth,27
G10,Literary & small-press horror,105,Ian Watson,27
G10,Literary & small-press horror,105,James Herbert,24
G10,Literary & small-press horror,105,Robert R. McCammon,24
G10,Literary & small-press horror,105,Whitley Strieber,24
G10,Literary & small-press horror,105,Janet Fox,23
G10,Literary & small-press horror,105,John Langan,23
G10,Literary & small-press horror,105,Yvonne Navarro,21
G10,Literary & small-press horror,105,Chelsea Quinn Yarbro,20
G10,Literary & small-press horror,105,Graham Joyce,20
G10,Literary & small-press horror,105,Jeffrey Thomas,18
G10,Literary & small-press horror,105,Jonathan Carroll,18
G10,Literary & small-press horror,105,Nancy A. Collins,17
G10,Literary & small-press horror,105,Edo Van Belkom,16
G10,Literary & small-press horror,105,Chet Williamson,14
G10,Literary & small-press horror,105,Lois H. Gresh,13
G10,Literary & small-press horror,105,Robert M. Price,13
G10,Literary & small-press horror,105,Guy N. Smith,12
G10,Literary & small-press horror,105,James Miller,12
G10,Literary & small-press horror,105,Katherine Ramsland,12
G10,Literary & small-press horror,105,Mark Samuels,12
G10,Literary & small-press horror,105,Peter Atkins,11
G10,Literary & small-press horror,105,Adrian Cole,10
G10,Literary & small-press horror,105,Jessica Amanda Salmonson,10
G10,Literary & small-press horror,105,Mel Gilden,10
G10,Literary & small-press horror,105,Vincent Bugliosi,10
G10,Literary & small-press horror,105,Richard Dansky,9
G10,Literary & small-press horror,105,Bruce Boston,8
G10,Literary & small-press horror,105,Robert Shearman,8
G10,Literary & small-press horror,105,Stephen Graham Jones,8
G10,Literary & small-press horror,105,E.C. Tubb,7
G10,Literary & small-press horror,105,Charlee Jacob,6
G10,Literary & small-press horror,105,Douglas E. Winter,6
G10,Literary & small-press horror,105,Eric Brown,6
G10,Literary & small-press horror,105,Greg F. Gifune,6
G10,Literary & small-press horror,105,James Robert Smith,6
G10,Literary & small-press horror,105,Karen E. Taylor,6
G10,Literary & small-press horror,105,Mike Davis,6
G10,Literary & small-press horror,105,Stephen Laws,6
G10,Literary & small-press horror,105,Parke Godwin,5
G10,Literary & small-press horror,105,Daphne Gottlieb,4
G10,Literary & small-press horror,105,John Gordon,4
G10,Literary & small-press horror,105,Michael Reaves,4
G10,Literary & small-press horror,105,Richard Bowker,4
G10,Literary & small-press horror,105,Stuart David,4
G10,Literary & small-press horror,105,Brad Strickland,2
G10,Literary & small-press horror,105,Charles R. Saunders,2
G10,Literary & small-press horror,105,Craig Cabell,2
G10,Literary & small-press horror,105,Geoff Nicholson,2
G10,Literary & small-press horror,105,Jack Yeovil,2
G10,Literary & small-press horror,105,James Van Pelt,2
G10,Literary & small-press horror,105,John Farris,2
G10,Literary & small-press horror,105,Kirby McCauley,2
G10,Literary & small-press horror,105,Michael McDowell,2
G10,Literary & small-press horror,105,Muriel Gray,2
G10,Literary & small-press horror,105,Nick Land,2
G10,Literary & small-press horror,105,Scott Mackay,2
G10,Literary & small-press horror,105,Sorche Nic Leodhas,2
G10,Literary & small-press horror,105,Vera Chapman,2
G10,Literary & small-press horror,105,Zoe Whittall,2
G11,American crime: private-eye tradition,104,Elmore Leonard,211
G11,American crime: private-eye tradition,104,Lawrence Block,164
G11,American crime: private-eye tradition,104,Sue Grafton,144
G11,American crime: private-eye tradition,104,Dennis Lehane,131
G11,American crime: private-eye tradition,104,John Lutz,111
G11,American crime: private-eye tradition,104,Ed McBain,108
G11,American crime: private-eye tradition,104,Janet Evanovich,101
G11,American crime: private-eye tradition,104,James Lee Burke,95
G11,American crime: private-eye tradition,104,Mary Higgins Clark,92
G11,American crime: private-eye tradition,104,Carl Hiaasen,91
G11,American crime: private-eye tradition,104,Sara Paretsky,89
G11,American crime: private-eye tradition,104,Ed Gorman,83
G11,American crime: private-eye tradition,104,Robert B. Parker,81
G11,American crime: private-eye tradition,104,Max Allan Collins,79
G11,American crime: private-eye tradition,104,Bill Pronzini,72
G11,American crime: private-eye tradition,104,James Ellroy,72
G11,American crime: private-eye tradition,104,Donald E. Westlake,60
G11,American crime: private-eye tradition,104,Ken Bruen,60
G11,American crime: private-eye tradition,104,Loren D. Estleman,54
G11,American crime: private-eye tradition,104,Walter Mosley,54
G11,American crime: private-eye tradition,104,Laura Lippman,50
G11,American crime: private-eye tradition,104,Tony Hillerman,43
G11,American crime: private-eye tradition,104,Daniel Woodrell,42
G11,American crime: private-eye tradition,104,Jonathan Kellerman,41
G11,American crime: private-eye tradition,104,George Pelecanos,37
G11,American crime: private-eye tradition,104,Nancy Pickard,31
G11,American crime: private-eye tradition,104,Richard Price,26
G11,American crime: private-eye tradition,104,Bill Crider,25
G11,American crime: private-eye tradition,104,Brendan DuBois,25
G11,American crime: private-eye tradition,104,James Crumley,25
G11,American crime: private-eye tradition,104,Sharyn McCrumb,23
G11,American crime: private-eye tradition,104,Tom Franklin,23
G11,American crime: private-eye tradition,104,Dick Francis,22
G11,American crime: private-eye tradition,104,Megan Abbott,22
G11,American crime: private-eye tradition,104,Hank Phillippi Ryan,21
G11,American crime: private-eye tradition,104,George V. Higgins,18
G11,American crime: private-eye tradition,104,Vicki Hendricks,18
G11,American crime: private-eye tradition,104,C.J. Box,17
G11,American crime: private-eye tradition,104,John Connolly,15
G11,American crime: private-eye tradition,104,Tim Dorsey,14
G11,American crime: private-eye tradition,104,Gregg Olsen,13
G11,American crime: private-eye tradition,104,Nevada Barr,12
G11,American crime: private-eye tradition,104,Ace Atkins,11
G11,American crime: private-eye tradition,104,William Kent Krueger,11
G11,American crime: private-eye tradition,104,Brian McGilloway,10
G11,American crime: private-eye tradition,104,Craig Johnson,10
G11,American crime: private-eye tradition,104,Kinky Friedman,10
G11,American crime: private-eye tradition,104,Marcia Muller,10
G11,American crime: private-eye tradition,104,Thomas H. Cook,10
G11,American crime: private-eye tradition,104,Adrian McKinty,9
G11,American crime: private-eye tradition,104,Colin Bateman,9
G11,American crime: private-eye tradition,104,Dan Rhodes,9
G11,American crime: private-eye tradition,104,Arlene Hunt,8
G11,American crime: private-eye tradition,104,Douglas Clegg,8
G11,American crime: private-eye tradition,104,Elizabeth Peters,8
G11,American crime: private-eye tradition,104,Faye Kellerman,8
G11,American crime: private-eye tradition,104,Jason Pinter,8
G11,American crime: private-eye tradition,104,Joseph Wambaugh,8
G11,American crime: private-eye tradition,104,Julie Smith,8
G11,American crime: private-eye tradition,104,Lee Goldberg,7
G11,American crime: private-eye tradition,104,Peter Blauner,7
G11,American crime: private-eye tradition,104,Carol Higgins Clark,6
G11,American crime: private-eye tradition,104,Christine Matthews,6
G11,American crime: private-eye tradition,104,Clint Johnson,6
G11,American crime: private-eye tradition,104,James W. Hall,6
G11,American crime: private-eye tradition,104,Shane Gericke,6
G11,American crime: private-eye tradition,104,Tony Black,6
G11,American crime: private-eye tradition,104,Troy Soos,6
G11,American crime: private-eye tradition,104,Pamela Burford,5
G11,American crime: private-eye tradition,104,P.B. Ryan,5
G11,American crime: private-eye tradition,104,Andrew Vachss,4
G11,American crime: private-eye tradition,104,Barbara Collins,4
G11,American crime: private-eye tradition,104,James Reasoner,4
G11,American crime: private-eye tradition,104,Jason Starr,4
G11,American crime: private-eye tradition,104,Joan Hess,4
G11,American crime: private-eye tradition,104,Lisa Black,4
G11,American crime: private-eye tradition,104,Margaret Coel,4
G11,American crime: private-eye tradition,104,Richard North Patterson,4
G11,American crime: private-eye tradition,104,Robert J. Randisi,4
G11,American crime: private-eye tradition,104,Robin Moore,4
G11,American crime: private-eye tradition,104,Steve Hockensmith,4
G11,American crime: private-eye tradition,104,Valerie Wilson Wesley,4
G11,American crime: private-eye tradition,104,Warren Murphy,4
G11,American crime: private-eye tradition,104,Michael Harvey,3
G11,American crime: private-eye tradition,104,Stephanie Bond,3
G11,American crime: private-eye tradition,104,Stephen Mertz,3
G11,American crime: private-eye tradition,104,Alex Barclay,2
G11,American crime: private-eye tradition,104,Allan Guthrie,2
G11,American crime: private-eye tradition,104,Andrew Klavan,2
G11,American crime: private-eye tradition,104,Ann Rule,2
G11,American crime: private-eye tradition,104,Carl Brookins,2
G11,American crime: private-eye tradition,104,Craig Holden,2
G11,American crime: private-eye tradition,104,Garth Stein,2
G11,American crime: private-eye tradition,104,George Singleton,2
G11,American crime: private-eye tradition,104,Jervey Tervalon,2
G11,American crime: private-eye tradition,104,John Francome,2
G11,American crime: private-eye tradition,104,Laurence Shames,2
G11,American crime: private-eye tradition,104,Libby Fischer Hellmann,2
G11,American crime: private-eye tradition,104,Lisa Lutz,2
G11,American crime: private-eye tradition,104,Parnell Hall,2
G11,American crime: private-eye tradition,104,P.N. Elrod,2
G11,American crime: private-eye tradition,104,Randy Wayne White,2
G11,American crime: private-eye tradition,104,Robert van Gulik,2
G11,American crime: private-eye tradition,104,Scott Smith,2
G12,Golden Age detection,101,Arthur Conan Doyle,779
G12,Golden Age detection,101,Agatha Christie,563
G12,Golden Age detection,101,Dorothy L. Sayers,253
G12,Golden Age detection,101,Ruth Rendell,230
G12,Golden Age detection,101,Patricia Highsmith,182
G12,Golden Age detection,101,Ellery Queen,179
G12,Golden Age detection,101,Wilkie Collins,141
G12,Golden Age detection,101,John Dickson Carr,127
G12,Golden Age detection,101,G.K. Chesterton,117
G12,Golden Age detection,101,Damon Runyon,110
G12,Golden Age detection,101,P.G. Wodehouse,107
G12,Golden Age detection,101,Peter Lovesey,105
G12,Golden Age detection,101,Ngaio Marsh,96
G12,Golden Age detection,101,Margery Allingham,86
G12,Golden Age detection,101,Rex Stout,79
G12,Golden Age detection,101,Stanley Ellin,71
G12,Golden Age detection,101,Robert Barnard,69
G12,Golden Age detection,101,Simon Brett,68
G12,Golden Age detection,101,P.D. James,65
G12,Golden Age detection,101,Georges Simenon,59
G12,Golden Age detection,101,Harry Houdini,57
G12,Golden Age detection,101,Patricia Wentworth,47
G12,Golden Age detection,101,Jacqueline Winspear,45
G12,Golden Age detection,101,Anne Perry,42
G12,Golden Age detection,101,Colin Dexter,38
G12,Golden Age detection,101,Reginald Hill,36
G12,Golden Age detection,101,Nicholas Blake,34
G12,Golden Age detection,101,Charles Todd,32
G12,Golden Age detection,101,John Harvey,29
G12,Golden Age detection,101,Michael Gilbert,28
G12,Golden Age detection,101,Antonia Fraser,27
G12,Golden Age detection,101,Lawrence Sanders,26
G12,Golden Age detection,101,R. Austin Freeman,26
G12,Golden Age detection,101,Charlotte MacLeod,25
G12,Golden Age detection,101,Christianna Brand,25
G12,Golden Age detection,101,H.R.F. Keating,25
G12,Golden Age detection,101,Philip MacDonald,25
G12,Golden Age detection,101,Rhys Bowen,25
G12,Golden Age detection,101,Charles Finch,23
G12,Golden Age detection,101,Gladys Mitchell,23
G12,Golden Age detection,101,M.C. Beaton,23
G12,Golden Age detection,101,Michael Ridpath,23
G12,Golden Age detection,101,Gillian White,22
G12,Golden Age detection,101,Hamilton Crane,22
G12,Golden Age detection,101,Jane Dentinger,22
G12,Golden Age detection,101,Jane Haddam,22
G12,Golden Age detection,101,Jane Langton,22
G12,Golden Age detection,101,Liza Cody,22
G12,Golden Age detection,101,Stuart Palmer,22
G12,Golden Age detection,101,William Bernhardt,22
G12,Golden Age detection,101,Ann Cleeves,20
G12,Golden Age detection,101,Julian Symons,19
G12,Golden Age detection,101,Archie Goodwin,16
G12,Golden Age detection,101,Emmuska Orczy,16
G12,Golden Age detection,101,Martha Grimes,16
G12,Golden Age detection,101,Andrew Taylor,15
G12,Golden Age detection,101,Catherine Aird,15
G12,Golden Age detection,101,Celia Fremlin,12
G12,Golden Age detection,101,Ruth Dudley Edwards,12
G12,Golden Age detection,101,Michael Innes,11
G12,Golden Age detection,101,David Marcum,9
G12,Golden Age detection,101,Amanda Cross,8
G12,Golden Age detection,101,Charlotte Armstrong,8
G12,Golden Age detection,101,Ellis Peters,8
G12,Golden Age detection,101,F. Tennyson Jesse,8
G12,Golden Age detection,101,Freeman Wills Crofts,8
G12,Golden Age detection,101,Barbara Vine,7
G12,Golden Age detection,101,Minette Walters,7
G12,Golden Age detection,101,Daniel D. Victor,6
G12,Golden Age detection,101,Laurie R. King,6
G12,Golden Age detection,101,Margaret Yorke,6
G12,Golden Age detection,101,Patricia Moyes,6
G12,Golden Age detection,101,Anthony Berkeley,4
G12,Golden Age detection,101,Cath Staincliffe,4
