group,group_title,group_size,author,weighted_degree
G12,Golden Age detection,101,Dorothy B. Hughes,4
G12,Golden Age detection,101,Frances Fyfield,4
G12,Golden Age detection,101,Gabrielle Lord,4
G12,Golden Age detection,101,John Hall,4
G12,Golden Age detection,101,Kerry Greenwood,4
G12,Golden Age detection,101,Lindsey Davis,4
G12,Golden Age detection,101,L.T. Meade,4
G12,Golden Age detection,101,Mary Roberts Rinehart,4
G12,Golden Age detection,101,Susan Moody,4
G12,Golden Age detection,101,William Kalush,4
G12,Golden Age detection,101,Bert Coules,3
G12,Golden Age detection,101,Christopher Morley,2
G12,Golden Age detection,101,Daniel Stashower,2
G12,Golden Age detection,101,Edith Pargeter,2
G12,Golden Age detection,101,Emily Brightwell,2
G12,Golden Age detection,101,Ethel Lina White,2
G12,Golden Age detection,101,James Lovegrove,2
G12,Golden Age detection,101,Janwillem van de Wetering,2
G12,Golden Age detection,101,Jonathan Gash,2
G12,Golden Age detection,101,Josephine Tey,2
G12,Golden Age detection,101,J.S. Fletcher,2
G12,Golden Age detection,101,Kate Ellis,2
G12,Golden Age detection,101,Marele Day,2
G12,Golden Age detection,101,Peter Ratcliffe,2
G12,Golden Age detection,101,Petra Hammesfahr,2
G12,Golden Age detection,101,Richard Lockridge,2
G12,Golden Age detection,101,Robert Goddard,2
G13,Food writing,96,Calvin Trillin,178
G13,Food writing,96,Julia Child,109
G13,Food writing,96,Alice Waters,107
G13,Food writing,96,Anthony Bourdain,86
G13,Food writing,96,Ruth Reichl,75
G13,Food writing,96,M.F.K. Fisher,67
G13,Food writing,96,Mario Batali,60
G13,Food writing,96,Michael Pollan,47
G13,Food writing,96,Bobby Flay,39
G13,Food writing,96,Nigella Lawson,39
G13,Food writing,96,Jamie Oliver,36
G13,Food writing,96,Adam Gopnik,35
G13,Food writing,96,Thomas Keller,32
G13,Food writing,96,John Thorne,29
G13,Food writing,96,Madhur Jaffrey,27
G13,Food writing,96,Rick Bayless,27
G13,Food writing,96,Craig Claiborne,26
G13,Food writing,96,Frank Bruni,26
G13,Food writing,96,Charlie Trotter,25
G13,Food writing,96,Daniel Boulud,25
G13,Food writing,96,Bill Buford,24
G13,Food writing,96,Marcus Samuelsson,21
G13,Food writing,96,Eric Schlosser,20
G13,Food writing,96,Gabrielle Hamilton,20
G13,Food writing,96,Jeffrey Steingarten,20
G13,Food writing,96,Jonathan Gold,20
G13,Food writing,96,Tom Colicchio,20
G13,Food writing,96,Emeril Lagasse,18
G13,Food writing,96,Rachael Ray,18
G13,Food writing,96,Yotam Ottolenghi,16
G13,Food writing,96,Amanda Hesser,15
G13,Food writing,96,Deborah Madison,15
G13,Food writing,96,Elizabeth David,14
G13,Food writing,96,Mark Bittman,14
G13,Food writing,96,Claudia Roden,13
G13,Food writing,96,Eric Ripert,13
G13,Food writing,96,Jane Kramer,13
G13,Food writing,96,Robb Walsh,13
G13,Food writing,96,Guy Fieri,12
G13,Food writing,96,Jason Epstein,12
G13,Food writing,96,Marcella Hazan,12
G13,Food writing,96,Michael Ruhlman,12
G13,Food writing,96,Gordon Ramsay,11
G13,Food writing,96,Heston Blumenthal,11
G13,Food writing,96,Mary Roach,11
G13,Food writing,96,Alan Richman,8
G13,Food writing,96,Clinton Kelly,8
G13,Food writing,96,Daphne Oz,8
G13,Food writing,96,Paula Wolfert,8
G13,Food writing,96,Pierre Franey,7
G13,Food writing,96,Rick Stein,7
G13,Food writing,96,Corby Kummer,6
G13,Food writing,96,Jean-Georges Vongerichten,6
G13,Food writing,96,Karim Rashid,6
G13,Food writing,96,Marco Pierre White,6
G13,Food writing,96,Tara McPherson,6
G13,Food writing,96,Tyler Florence,6
G13,Food writing,96,Mark Kurlansky,5
G13,Food writing,96,Alice Medrich,4
G13,Food writing,96,Barbara Kafka,4
G13,Food writing,96,Brett Martin,4
G13,Food writing,96,Fergus Henderson,4
G13,Food writing,96,Jacqueline Briggs Martin,4
G13,Food writing,96,James Martin,4
G13,Food writing,96,Marion Cunningham,4
G13,Food writing,96,Richard Olney,4
G13,Food writing,96,Richard Preston,4
G13,Food writing,96,Ross Petras,4
G13,Food writing,96,Rowan Jacobsen,4
G13,Food writing,96,Will Allen,4
G13,Food writing,96,Mimi Sheraton,3
G13,Food writing,96,Al Roker,2
G13,Food writing,96,Alton Brown,2
G13,Food writing,96,Anne Willan,2
G13,Food writing,96,Betty Fussell,2
G13,Food writing,96,Connie Schultz,2
G13,Food writing,96,Danny Meyer,2
G13,Food writing,96,David Lebovitz,2
G13,Food writing,96,Delia Smith,2
G13,Food writing,96,Edna Lewis,2
G13,Food writing,96,Gael Greene,2
G13,Food writing,96,Giorgio Locatelli,2
G13,Food writing,96,Ina Garten,2
G13,Food writing,96,Jessica Mitford,2
G13,Food writing,96,J.I. Rodale,2
G13,Food writing,96,Joe Bastianich,2
G13,Food writing,96,Julie Powell,2
G13,Food writing,96,Kathryn Petras,2
G13,Food writing,96,Ken Druse,2
G13,Food writing,96,Laurie Colwin,2
G13,Food writing,96,Mark Pendergrast,2
G13,Food writing,96,Mark Reinfeld,2
G13,Food writing,96,Mollie Katzen,2
G13,Food writing,96,Molly O'Neill,2
G13,Food writing,96,Patricia Wells,2
G13,Food writing,96,Wade Davis,2
G14,The great-books canon,95,Adam Smith,157
G14,The great-books canon,95,Friedrich Nietzsche,156
G14,The great-books canon,95,Matthew Arnold,134
G14,The great-books canon,95,Immanuel Kant,128
G14,The great-books canon,95,John Stuart Mill,118
G14,The great-books canon,95,David Hume,116
G14,The great-books canon,95,Jean-Jacques Rousseau,95
G14,The great-books canon,95,Ludwig Wittgenstein,94
G14,The great-books canon,95,Bertrand Russell,90
G14,The great-books canon,95,John Locke,78
G14,The great-books canon,95,John Maynard Keynes,75
G14,The great-books canon,95,Thomas Carlyle,73
G14,The great-books canon,95,Thomas Hobbes,70
G14,The great-books canon,95,Edmund Burke,67
G14,The great-books canon,95,Alexis de Tocqueville,60
G14,The great-books canon,95,Ayn Rand,57
G14,The great-books canon,95,Jeremy Bentham,45
G14,The great-books canon,95,John Rawls,40
G14,The great-books canon,95,Peter Singer,37
G14,The great-books canon,95,Milton Friedman,33
G14,The great-books canon,95,Herbert Spencer,31
G14,The great-books canon,95,David Ricardo,30
G14,The great-books canon,95,Margaret Mead,25
G14,The great-books canon,95,Alasdair MacIntyre,22
G14,The great-books canon,95,Benjamin Disraeli,22
G14,The great-books canon,95,Alan Greenspan,21
G14,The great-books canon,95,Joseph Schumpeter,21
G14,The great-books canon,95,Hilary Putnam,20
G14,The great-books canon,95,Edward Gibbon,17
G14,The great-books canon,95,Walter Pater,16
G14,The great-books canon,95,Thomas Robert Malthus,14
G14,The great-books canon,95,John Henry Newman,12
G14,The great-books canon,95,Philippa Foot,12
G14,The great-books canon,95,Roger Scruton,12
G14,The great-books canon,95,Robert Nozick,11
G14,The great-books canon,95,A.J. Ayer,10
G14,The great-books canon,95,Auguste Comte,10
G14,The great-books canon,95,George Santayana,10
G14,The great-books canon,95,James Rachels,10
G14,The great-books canon,95,Bernard Williams,9
G14,The great-books canon,95,Joseph de Maistre,9
G14,The great-books canon,95,Ruth Benedict,9
G14,The great-books canon,95,Tom Regan,9
G14,The great-books canon,95,Charles Taylor,8
G14,The great-books canon,95,Donald Davidson,8
G14,The great-books canon,95,George Berkeley,8
G14,The great-books canon,95,Gottlob Frege,8
G14,The great-books canon,95,Karl Popper,8
G14,The great-books canon,95,Amartya Sen,7
G14,The great-books canon,95,Gregory Bateson,7
G14,The great-books canon,95,Ludwig von Mises,7
G14,The great-books canon,95,Alfred North Whitehead,6
G14,The great-books canon,95,Baruch Spinoza,6
G14,The great-books canon,95,Georg Wilhelm Friedrich Hegel,6
G14,The great-books canon,95,John Toland,6
G14,The great-books canon,95,Martha C. Nussbaum,6
G14,The great-books canon,95,Francis Hutcheson,5
G14,The great-books canon,95,Gilbert Ryle,5
G14,The great-books canon,95,Lucius Annaeus Seneca,5
G14,The great-books canon,95,Ludwig Feuerbach,5
G14,The great-books canon,95,Mary Midgley,5
G14,The great-books canon,95,Benedetto Croce,4
G14,The great-books canon,95,Carol J. Adams,4
G14,The great-books canon,95,David Gordon,4
G14,The great-books canon,95,David Mason,4
G14,The great-books canon,95,Eva Hoffman,4
G14,The great-books canon,95,Franz Boas,4
G14,The great-books canon,95,Giambattista Vico,4
G14,The great-books canon,95,J.J.C. Smart,4
G14,The great-books canon,95,John Cottingham,4
G14,The great-books canon,95,Maximilien Robespierre,4
G14,The great-books canon,95,Ronald Dworkin,4
G14,The great-books canon,95,Simon Blackburn,4
G14,The great-books canon,95,Stanley Cavell,4
G14,The great-books canon,95,Thane Rosenbaum,4
G14,The great-books canon,95,Arthur Schopenhauer,3
G14,The great-books canon,95,Imre Lakatos,3
G14,The great-books canon,95,Max Stirner,3
G14,The great-books canon,95,Rudolf Carnap,3
G14,The great-books canon,95,Frans de Waal,2
G14,The great-books canon,95,Henry Hazlitt,2
G14,The great-books canon,95,Huey Long,2
G14,The great-books canon,95,Hugo Grotius,2
G14,The great-books canon,95,James Allen,2
G14,The great-books canon,95,Johann Gottlieb Fichte,2
G14,The great-books canon,95,Marcus Tullius Cicero,2
G14,The great-books canon,95,Michael Smith,2
G14,The great-books canon,95,Moses Maimonides,2
G14,The great-books canon,95,Peter L. Bernstein,2
G14,The great-books canon,95,René Descartes,2
G14,The great-books canon,95,Richard Hofstadter,2
G14,The great-books canon,95,Rosalind Hursthouse,2
G14,The great-books canon,95,Stephen Toulmin,2
G14,The great-books canon,95,Thomas E. Hill,2
G14,The great-books canon,95,Thomas Nagel,2
G15,Golden-age Hollywood,94,Charlie Chaplin,191
G15,Golden-age Hollywood,94,Marlon Brando,185
G15,Golden-age Hollywood,94,Bette Davis,179
G15,Golden-age Hollywood,94,Marlene Dietrich,158
G15,Golden-age Hollywood,94,Laurence Olivier,114
G15,Golden-age Hollywood,94,Lauren Bacall,107
G15,Golden-age Hollywood,94,John Huston,97
G15,Golden-age Hollywood,94,Joan Crawford,91
G15,Golden-age Hollywood,94,Mae West,83
G15,Golden-age Hollywood,94,Elia Kazan,74
G15,Golden-age Hollywood,94,Katharine Hepburn,73
G15,Golden-age Hollywood,94,Ava Gardner,71
G15,Golden-age Hollywood,94,Jane Fonda,66
G15,Golden-age Hollywood,94,Paul Newman,66
G15,Golden-age Hollywood,94,Fred Astaire,62
G15,Golden-age Hollywood,94,Lucille Ball,58
G15,Golden-age Hollywood,94,Billy Wilder,48
G15,Golden-age Hollywood,94,Ingrid Bergman,48
G15,Golden-age Hollywood,94,Rock Hudson,44
G15,Golden-age Hollywood,94,Tallulah Bankhead,43
G15,Golden-age Hollywood,94,John Ford,42
G15,Golden-age Hollywood,94,Sophia Loren,41
G15,Golden-age Hollywood,94,Buster Keaton,36
G15,Golden-age Hollywood,94,Bob Hope,35
G15,Golden-age Hollywood,94,Frank Capra,33
G15,Golden-age Hollywood,94,James Cagney,32
G15,Golden-age Hollywood,94,Ginger Rogers,31
G15,Golden-age Hollywood,94,Tony Curtis,29
G15,Golden-age Hollywood,94,Kirk Douglas,28
G15,Golden-age Hollywood,94,Margaret Mitchell,28
G15,Golden-age Hollywood,94,Lana Turner,27
G15,Golden-age Hollywood,94,Lillian Gish,27
G15,Golden-age Hollywood,94,Michael Caine,24
G15,Golden-age Hollywood,94,Sammy Davis Jr.,23
G15,Golden-age Hollywood,94,Catherine Deneuve,21
G15,Golden-age Hollywood,94,Diana Vreeland,21
G15,Golden-age Hollywood,94,Gloria Swanson,21
G15,Golden-age Hollywood,94,Peter O'Toole,21
G15,Golden-age Hollywood,94,Sidney Poitier,21
G15,Golden-age Hollywood,94,Carrie Fisher,20
G15,Golden-age Hollywood,94,Christian Dior,20
G15,Golden-age Hollywood,94,David O. Selznick,19
G15,Golden-age Hollywood,94,Judi Dench,19
G15,Golden-age Hollywood,94,Jimmy Stewart,17
G15,Golden-age Hollywood,94,Elsa Schiaparelli,15
G15,Golden-age Hollywood,94,James Stewart,15
G15,Golden-age Hollywood,94,Myrna Loy,15
G15,Golden-age Hollywood,94,Joan Collins,14
G15,Golden-age Hollywood,94,Jerry Lewis,12
G15,Golden-age Hollywood,94,Errol Flynn,11
G15,Golden-age Hollywood,94,Kenneth Branagh,11
G15,Golden-age Hollywood,94,Burt Reynolds,10
G15,Golden-age Hollywood,94,Charlton Heston,10
G15,Golden-age Hollywood,94,Eva Le Gallienne,10
G15,Golden-age Hollywood,94,Lee Strasberg,10
G15,Golden-age Hollywood,94,Shirley MacLaine,10
G15,Golden-age Hollywood,94,Jonathan Miller,9
G15,Golden-age Hollywood,94,Stella Adler,9
G15,Golden-age Hollywood,94,Peter Hall,8
G15,Golden-age Hollywood,94,Mickey Rooney,7
G15,Golden-age Hollywood,94,William Powell,7
G15,Golden-age Hollywood,94,David Niven,6
G15,Golden-age Hollywood,94,George Pratt,6
G15,Golden-age Hollywood,94,Joan Fontaine,6
G15,Golden-age Hollywood,94,John Cassavetes,6
G15,Golden-age Hollywood,94,Marion Davies,6
G15,Golden-age Hollywood,94,Maureen O'Hara,6
G15,Golden-age Hollywood,94,Rosalind Russell,6
G15,Golden-age Hollywood,94,Shelley Winters,6
G15,Golden-age Hollywood,94,Cheryl Crane,5
G15,Golden-age Hollywood,94,Julie Harris,5
G15,Golden-age Hollywood,94,Sergei Eisenstein,5
G15,Golden-age Hollywood,94,Audrey Wood,4
G15,Golden-age Hollywood,94,Eddie Fisher,4
G15,Golden-age Hollywood,94,Gene Hackman,4
G15,Golden-age Hollywood,94,Janet Leigh,4
G15,Golden-age Hollywood,94,Ricky Gervais,4
G15,Golden-age Hollywood,94,Turner Classic Movies,4
G15,Golden-age Hollywood,94,Diane Von Furstenberg,3
G15,Golden-age Hollywood,94,Louise Brooks,3
G15,Golden-age Hollywood,94,Percival Everett,3
G15,Golden-age Hollywood,94,Susan Hayward,3
G15,Golden-age Hollywood,94,Ben Stiller,2
G15,Golden-age Hollywood,94,Eartha Kitt,2
G15,Golden-age Hollywood,94,Edward Dmytryk,2
G15,Golden-age Hollywood,94,Erich Maria Remarque,2
G15,Golden-age Hollywood,94,George Hamilton,2
G15,Golden-age Hollywood,94,George Sanders,2
G15,Golden-age Hollywood,94,Julianne Moore,2
G15,Golden-age Hollywood,94,Loni Anderson,2
G15,Golden-age Hollywood,94,Maria Riva,2
G15,Golden-age Hollywood,94,Preston Sturges,2
G15,Golden-age Hollywood,94,Sam Giancana,2
G15,Golden-age Hollywood,94,Uta Hagen,2
G16,New-century SF/fantasy,92,Nancy Kress,275
G16,New-century SF/fantasy,92,Bruce Sterling,205
G16,New-century SF/fantasy,92,Kelly Link,162
G16,New-century SF/fantasy,92,Michael Swanwick,158
G16,New-century SF/fantasy,92,Robert Reed,151
G16,New-century SF/fantasy,92,Elizabeth Bear,141
G16,New-century SF/fantasy,92,Stephen Baxter,137
G16,New-century SF/fantasy,92,Cory Doctorow,136
G16,New-century SF/fantasy,92,James Patrick Kelly,127
G16,New-century SF/fantasy,92,Garth Nix,118
G16,New-century SF/fantasy,92,Jeff VanderMeer,97
G16,New-century SF/fantasy,92,Ian McDonald,94
G16,New-century SF/fantasy,92,Catherynne M. Valente,82
G16,New-century SF/fantasy,92,Jeffrey Ford,82
G16,New-century SF/fantasy,92,Paolo Bacigalupi,82
G16,New-century SF/fantasy,92,Paul McAuley,74
G16,New-century SF/fantasy,92,Rudy Rucker,74
G16,New-century SF/fantasy,92,Holly Black,72
G16,New-century SF/fantasy,92,Joe Abercrombie,71
G16,New-century SF/fantasy,92,Alastair Reynolds,70
G16,New-century SF/fantasy,92,Carrie Vaughn,67
G16,New-century SF/fantasy,92,Kristine Kathryn Rusch,65
G16,New-century SF/fantasy,92,Gwyneth Jones,60
G16,New-century SF/fantasy,92,Jonathan Strahan,55
G16,New-century SF/fantasy,92,Charles Stross,54
G16,New-century SF/fantasy,92,Eileen Gunn,47
G16,New-century SF/fantasy,92,Jay Lake,47
G16,New-century SF/fantasy,92,Greg Egan,44
G16,New-century SF/fantasy,92,Karl Schroeder,42
G16,New-century SF/fantasy,92,Mary Rosenblum,42
G16,New-century SF/fantasy,92,Geoff Ryman,40
G16,New-century SF/fantasy,92,Ellen Klages,37
G16,New-century SF/fantasy,92,Margo Lanagan,36
G16,New-century SF/fantasy,92,Nick Mamatas,34
G16,New-century SF/fantasy,92,Sarah Monette,28
G16,New-century SF/fantasy,92,Allen M. Steele,24
G16,New-century SF/fantasy,92,Damien Broderick,24
G16,New-century SF/fantasy,92,John Scalzi,24
G16,New-century SF/fantasy,92,M. Rickert,24
G16,New-century SF/fantasy,92,John Joseph Adams,23
